LSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median,PM25-2019-min,PM25-2019-max,PM25-2019-mean,PM25-2019-std,PM25-2019-median,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median,NOx-2013-min,NOx-2013-max,NOx-2013-mean,NOx-2013-std,NOx-2013-median,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median,NOx-2019-min,NOx-2019-max,NOx-2019-mean,NOx-2019-std,NOx-2019-median,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E01004693,16.728,20.95,16.954,0.53,16.849,14.366,18.15,14.562,0.44,14.471,11.767,16.476,11.971,0.521,11.872,26.075,36.554,26.578,1.315,26.318,23.466,33.323,23.935,1.146,23.709,18.114,31.625,18.657,1.497,18.381,66.992,246.569,74.81,22.653,70.237,76.708,218.825,83.316,16.58,79.88,52.296,163.843,56.906,12.362,54.656,39.772,97.321,42.65,7.374,41.094,41.379,76.313,43.323,4.18,42.401,32.602,67.117,34.232,3.894,33.499
E01004694,16.918,22.186,17.412,0.901,17.12,14.408,19.839,14.773,0.781,14.555,11.82,15.164,12.091,0.502,11.948,26.415,39.464,27.62,2.247,26.888,23.694,37.905,24.69,2.059,24.119,18.372,27.647,19.203,1.444,18.811,74.232,290.695,93.906,36.841,82.144,83.042,288.123,97.193,27.964,89.579,56.634,152.436,64.646,13.559,60.803,42.168,110.206,49.03,11.854,45.116,43.433,90.173,47.361,6.845,45.406,34.237,64.261,36.959,4.409,35.701
E01004695,16.86,22.405,17.412,0.929,17.08,14.435,19.852,14.922,0.861,14.621,11.834,15.725,12.236,0.69,11.994,26.348,39.518,27.676,2.264,26.859,23.701,37.36,24.95,2.2,24.175,18.321,29.262,19.477,1.962,18.789,70.595,318.032,94.495,40.623,80.2,80.491,300.905,100.292,34.013,88.758,54.41,157.202,64.759,17.212,58.778,41.165,116.42,49.495,12.98,44.833,42.609,91.014,47.931,8.054,45.07,33.483,65.253,37.048,5.532,35.099
E01004696,16.902,19.798,17.352,0.551,17.137,14.495,17.46,14.904,0.505,14.714,11.895,16.356,12.331,0.654,12.094,26.393,33.717,27.506,1.385,26.94,23.828,30.822,24.882,1.324,24.408,18.638,32.196,20.038,2.065,19.278,72.201,229.732,92.113,26.374,81.336,81.281,188.43,96.229,20.487,88.417,55.517,190.924,67.207,20.878,59.591,41.597,88.774,48.556,8.503,45.002,42.887,69.562,47.033,5.197,45.062,33.916,71.662,37.529,5.683,35.396
E01004697,16.845,19.086,17.126,0.348,17.052,14.444,16.654,14.67,0.32,14.588,11.837,13.503,12.063,0.288,11.99,26.266,32.13,26.958,0.919,26.74,23.702,29.891,24.332,0.903,24.129,18.433,24.256,19.184,0.938,18.98,70.129,147.781,80.598,12.634,77.498,79.826,149.968,87.792,10.286,85.027,54.368,109.902,61.047,8.834,58.454,40.822,67.383,44.588,4.418,43.511,42.42,60.459,44.748,2.78,44.037,33.494,48.055,35.576,2.583,34.821
E01004698,16.829,21.836,17.007,0.461,16.91,14.387,19.799,14.549,0.467,14.462,11.807,14.368,11.934,0.265,11.873,26.244,38.455,26.685,1.136,26.433,23.616,37.574,24.036,1.22,23.802,18.319,25.68,18.673,0.752,18.504,70.106,278.255,77.364,19.036,73.594,79.878,279.397,86.027,17.185,82.803,54.402,123.238,58.007,6.971,56.333,40.806,106.287,43.384,6.249,42.02,42.437,88.842,44.165,4.198,43.3,33.506,56.132,34.732,2.365,34.157
E01004699,16.731,19.593,17.031,0.417,16.886,14.364,17.52,14.622,0.417,14.498,11.778,16.558,12.024,0.521,11.889,26.085,33.656,26.835,1.121,26.437,23.493,32.252,24.21,1.183,23.84,18.143,32.161,18.897,1.566,18.484,67.062,224.779,79.236,20.684,72.74,77.091,233.215,87.313,18.893,81.709,52.601,217.792,59.173,15.743,55.205,39.813,87.704,44.109,6.738,41.894,41.531,76.756,44.351,4.618,42.924,32.788,76.595,34.997,4.637,33.756
E01004700,16.858,17.493,16.993,0.126,16.963,14.405,15.035,14.514,0.114,14.488,11.841,12.281,11.927,0.081,11.905,26.295,27.567,26.581,0.258,26.521,23.664,25.048,23.927,0.253,23.869,18.442,19.524,18.704,0.209,18.655,71.682,93.507,76.698,4.495,75.88,81.16,104.446,85.361,4.279,84.711,55.675,68.53,58.619,2.343,58.135,41.246,50.439,43.166,1.866,42.77,42.826,50.076,44.103,1.345,43.879,33.89,38.462,34.847,0.841,34.67
E01004701,16.576,18.71,16.858,0.425,16.697,14.269,16.179,14.511,0.373,14.383,11.42,14.517,11.655,0.381,11.555,25.892,31.801,26.627,1.078,26.227,23.613,29.078,24.316,0.999,23.983,17.538,28.665,18.224,1.306,17.889,64.187,154.825,74.885,15.666,69.042,76.19,142.359,84.551,12.132,80.455,50.536,124.243,55.613,8.899,53.231,38.915,71.598,43.132,5.86,40.943,41.35,59.678,43.832,3.414,42.7,32.171,53.957,33.904,2.8,33.137
E01004702,16.802,26.856,18.019,1.904,17.299,14.518,22.41,15.652,1.827,14.964,11.9,20.59,13.052,1.625,12.45,26.312,48.347,29.162,4.509,27.408,24.136,44.043,26.877,4.59,25.107,18.855,45.293,22.166,4.811,20.347,69.956,538.021,115.81,75.019,86.834,81.936,459.619,122.312,69.065,95.687,56.544,248.391,81.72,37.196,67.024,41.219,172.194,56.738,23.226,47.691,43.21,112.647,53.027,14.639,47.301,34.464,86.461,42.43,10.71,38.21
E01004757,16.729,21.884,17.495,1.051,17.049,14.411,20.387,15.097,0.945,14.747,11.785,21.06,12.78,1.425,12.218,26.152,39.368,27.991,2.687,26.82,23.791,40.09,25.493,2.547,24.536,18.474,46.742,21.443,4.311,19.744,68.087,295.727,97.708,44.63,77.711,79.145,339.945,103.679,38.881,88.244,54.941,244.298,75.023,29.969,62.513,40.317,111.507,50.643,14.643,44.084,42.234,96.294,48.66,8.966,45.051,33.755,86.0,40.257,8.882,36.482
E01004760,16.637,18.764,16.807,0.25,16.737,14.067,16.548,14.256,0.261,14.197,11.587,13.549,11.742,0.292,11.658,25.982,32.333,26.373,0.699,26.179,23.102,30.826,23.528,0.765,23.338,18.011,24.768,18.554,0.933,18.3,66.844,147.705,72.874,10.818,69.694,74.978,160.941,80.08,10.407,77.21,50.85,87.882,54.312,5.592,52.815,39.709,70.47,41.986,4.063,40.785,40.769,64.071,42.283,2.845,41.485,32.069,44.735,33.267,1.903,32.745
E01004761,17.701,28.026,18.525,1.187,18.168,15.449,26.515,16.307,1.131,15.987,12.903,27.481,13.678,1.237,13.352,27.421,52.418,29.235,3.087,28.275,25.486,53.924,27.297,2.99,26.485,20.713,66.801,22.673,3.862,21.649,79.256,666.887,113.236,63.569,93.112,91.905,651.014,117.383,50.653,102.445,64.603,444.438,80.982,35.957,70.182,44.795,193.675,56.232,17.8,50.222,46.779,140.259,53.29,10.27,49.978,37.941,128.85,43.007,9.458,39.899
E01004643,15.815,19.282,15.98,0.351,15.905,13.014,16.856,13.18,0.283,13.125,10.405,14.088,10.595,0.4,10.507,24.685,34.398,25.112,0.989,24.897,21.287,32.508,21.71,0.836,21.536,15.541,27.266,16.104,1.256,15.821,51.273,178.78,56.744,13.002,53.947,57.978,170.41,62.162,8.425,60.504,38.272,101.627,41.491,7.003,39.996,33.496,76.526,35.644,4.591,34.609,34.527,64.538,35.861,2.4,35.358,26.375,46.875,27.528,2.306,27.023
E01004762,17.754,28.822,18.662,1.313,18.216,15.361,31.894,16.154,1.45,15.685,12.781,22.29,13.467,1.109,13.093,27.559,63.636,30.003,3.88,28.753,25.298,82.847,27.524,4.716,26.12,20.373,49.813,22.573,3.718,21.377,82.26,1161.78,136.037,102.85,107.808,92.898,1625.489,131.501,104.035,106.834,65.553,340.105,85.349,33.472,74.494,45.995,253.889,61.965,22.432,55.013,46.919,210.557,55.608,14.29,51.052,38.013,102.595,44.098,8.294,41.272
E01004644,15.744,18.847,15.888,0.262,15.839,12.873,16.654,13.022,0.311,12.96,10.307,14.965,10.474,0.339,10.395,24.596,32.674,24.916,0.688,24.764,21.112,31.476,21.484,0.856,21.299,15.449,29.347,15.905,1.035,15.658,50.296,154.408,54.328,9.095,52.379,56.943,170.592,60.735,9.755,58.556,37.961,134.8,41.227,6.944,39.46,33.134,69.007,34.743,3.305,33.992,34.046,62.749,35.219,2.614,34.615,26.113,54.313,27.258,2.199,26.678
E01004763,18.223,24.195,19.037,0.765,18.794,15.951,26.758,16.935,1.128,16.731,13.629,25.483,14.556,1.01,14.383,27.981,44.769,29.643,2.165,28.897,25.956,60.007,27.834,3.358,27.119,21.631,51.614,23.439,2.877,22.79,81.106,522.722,114.901,56.235,95.811,90.553,701.814,110.934,58.927,96.525,64.412,416.815,75.1,33.334,66.857,45.368,151.639,55.892,15.066,50.543,46.389,146.856,51.237,11.348,48.183,37.876,131.369,41.172,9.294,38.787
E01004703,16.625,21.101,17.131,0.652,16.91,14.322,18.116,14.792,0.612,14.601,11.589,14.763,12.025,0.345,11.924,26.008,37.658,27.225,1.761,26.629,23.75,34.797,24.932,1.75,24.387,17.993,26.891,19.251,1.072,18.93,65.775,260.548,83.005,26.134,74.258,77.829,233.05,92.225,22.632,85.283,52.532,123.15,60.559,8.939,57.789,39.548,101.758,45.886,8.736,42.902,41.85,76.8,45.867,5.389,44.174,32.888,55.948,35.734,2.84,34.853
E01004645,15.782,16.526,15.859,0.091,15.834,12.951,13.844,13.034,0.098,13.007,10.356,11.229,10.432,0.096,10.403,24.626,27.147,24.807,0.297,24.728,21.217,24.327,21.408,0.327,21.309,15.482,19.083,15.692,0.38,15.579,50.654,81.751,52.942,3.702,51.952,57.376,87.064,59.37,3.181,58.36,37.982,53.434,39.306,1.787,38.742,33.255,45.331,34.194,1.46,33.795,34.267,43.25,34.92,0.979,34.609,26.226,31.528,26.696,0.619,26.489
E01004765,18.123,23.914,18.812,0.792,18.535,15.814,26.483,16.464,1.21,16.101,13.352,22.691,14.022,1.008,13.731,27.998,41.29,29.457,2.064,28.618,25.832,55.991,27.243,3.49,26.262,21.032,48.561,22.646,3.104,21.793,82.401,392.35,115.269,50.416,95.168,89.418,561.198,109.214,55.294,92.872,64.192,393.676,77.059,36.659,66.544,45.824,132.781,56.323,14.049,50.447,46.054,136.272,50.923,11.852,47.112,37.763,110.197,41.471,8.599,38.644
E01004705,16.579,20.273,16.967,0.675,16.707,14.279,18.035,14.613,0.598,14.4,11.498,14.361,11.786,0.42,11.643,25.908,36.053,26.946,1.845,26.222,23.66,34.606,24.615,1.74,23.998,17.736,28.186,18.706,1.53,18.162,64.344,224.459,80.523,29.118,68.997,76.609,229.144,89.365,24.118,80.75,51.611,123.265,58.158,11.118,54.244,39.016,90.723,44.895,9.91,40.844,41.49,76.02,44.949,5.861,42.768,32.57,52.806,34.661,3.333,33.486
E01004646,16.329,19.577,16.608,0.498,16.464,13.997,17.409,14.287,0.511,14.151,11.181,16.328,11.351,0.472,11.26,25.508,33.731,26.135,1.264,25.79,23.459,32.639,24.136,1.304,23.822,17.061,32.731,17.542,1.46,17.25,61.426,194.738,73.113,20.603,66.343,72.363,199.267,80.738,16.827,76.014,49.403,157.277,53.011,9.922,50.985,37.599,76.504,41.497,6.577,39.447,39.927,69.902,42.335,4.345,41.085,31.468,63.322,32.66,3.005,32.059
E01004656,16.832,26.022,18.333,1.803,17.77,14.456,25.69,15.962,2.133,15.314,11.833,18.68,12.576,1.139,12.249,26.238,38.868,28.859,2.857,28.032,23.674,38.171,26.336,3.191,25.378,18.381,39.212,20.711,3.548,19.699,70.045,274.655,111.206,46.121,96.701,78.9,270.005,109.288,37.684,97.225,54.101,208.946,70.98,26.17,62.934,40.798,102.089,53.607,13.157,49.66,42.101,84.524,50.138,8.817,47.526,33.372,77.277,38.904,7.733,36.569
E01004657,17.595,27.852,18.526,1.492,18.036,15.114,25.517,15.836,1.556,15.336,12.501,18.901,12.953,0.82,12.697,27.39,59.519,29.739,4.545,28.36,24.786,60.582,26.546,4.758,25.176,19.609,40.993,20.787,2.575,20.038,82.685,1036.807,138.731,137.603,100.818,87.858,1032.102,122.548,109.288,95.124,61.368,253.18,73.354,24.143,66.309,45.849,229.946,61.397,27.856,52.595,45.336,154.08,52.355,15.641,47.526,36.635,91.347,40.438,7.085,38.293
E01004709,16.413,18.836,16.663,0.416,16.55,14.091,16.626,14.317,0.358,14.236,11.317,13.619,11.565,0.32,11.474,25.601,31.835,26.228,1.086,25.929,23.365,30.701,23.963,0.995,23.708,17.368,25.766,18.037,1.071,17.724,60.744,153.488,69.403,15.035,65.109,72.274,143.842,78.85,10.527,76.429,49.576,103.092,55.003,8.351,52.437,37.469,71.567,40.924,5.661,39.286,40.063,60.608,42.115,3.048,41.383,31.721,47.611,33.589,2.535,32.808
E01004658,17.566,26.641,18.662,1.352,18.207,14.96,28.346,15.998,2.161,15.215,12.308,22.167,13.299,1.83,12.567,27.478,56.685,30.176,3.749,28.851,24.405,65.397,27.154,6.256,25.013,19.189,49.133,22.03,5.605,19.827,85.981,929.97,141.183,85.838,112.09,86.153,1011.203,132.301,107.931,96.0,59.929,378.061,87.866,53.867,67.157,47.079,213.99,64.31,21.579,56.444,44.63,157.305,54.95,19.14,47.708,35.843,111.305,44.081,13.869,38.488
E01004710,16.375,19.063,16.59,0.356,16.474,14.02,16.912,14.203,0.337,14.1,11.253,14.093,11.453,0.355,11.341,25.54,32.895,26.163,0.972,25.846,23.302,31.935,23.964,1.001,23.675,17.211,26.809,17.847,1.13,17.506,59.75,162.916,68.788,13.386,64.601,71.232,159.808,77.674,10.463,74.569,48.35,105.125,53.045,7.482,50.74,37.112,73.887,40.613,4.961,38.997,39.694,63.619,41.553,2.958,40.653,31.229,48.73,32.73,2.425,31.94
E01004659,17.075,20.863,17.48,0.605,17.272,14.609,18.991,15.045,0.648,14.813,11.944,16.933,12.244,0.632,12.07,26.717,37.042,27.659,1.584,27.13,24.013,35.556,24.928,1.771,24.33,18.587,36.897,19.489,2.23,18.878,78.422,270.63,95.955,28.76,85.254,85.542,253.405,99.339,26.335,89.882,59.048,190.969,65.826,16.807,60.895,43.876,96.916,49.544,8.634,46.339,44.423,79.577,47.948,6.085,45.643,35.431,70.11,37.514,4.749,36.086
E01032764,16.028,27.002,17.143,1.509,16.598,13.768,24.086,14.625,1.439,14.09,10.959,19.322,12.063,1.495,11.476,25.061,51.956,27.746,3.769,26.342,23.455,50.521,25.837,3.815,24.368,17.137,44.463,20.542,4.912,18.565,53.322,491.227,90.584,52.887,71.137,66.46,460.955,96.271,46.301,79.542,44.028,213.444,65.092,29.395,53.608,34.481,160.12,47.895,17.368,41.448,37.878,114.47,45.996,11.134,41.876,29.176,75.786,35.922,8.646,32.569
E01032581,15.241,17.216,15.398,0.255,15.333,12.529,15.197,12.688,0.252,12.628,10.1,12.581,10.265,0.3,10.195,23.668,28.503,24.019,0.647,23.843,20.359,27.459,20.739,0.672,20.549,14.846,21.75,15.24,0.822,15.014,40.541,140.275,47.943,10.283,44.906,47.661,125.521,52.259,7.991,49.947,32.622,87.537,36.133,6.664,34.312,28.182,59.478,30.681,3.613,29.601,30.048,51.706,31.398,2.272,30.702,23.295,40.417,24.475,2.152,23.832
E01032765,16.307,21.51,16.916,1.004,16.564,13.717,19.232,14.27,0.886,13.982,11.096,17.665,11.897,1.189,11.473,25.481,38.561,27.132,2.569,26.239,23.142,37.959,24.732,2.442,23.924,17.272,37.888,19.726,3.685,18.423,58.45,230.247,86.236,39.951,71.015,68.582,245.346,88.771,32.159,77.411,46.634,179.349,62.804,24.858,53.589,36.447,96.653,46.034,13.034,41.193,38.526,82.197,43.891,7.848,41.159,30.223,67.917,35.334,7.4,32.581
E01032719,17.037,22.529,18.187,1.299,17.6,14.368,20.888,15.447,1.324,14.878,11.606,20.237,12.898,1.779,12.153,26.749,40.973,29.815,3.451,28.231,24.418,43.742,27.524,3.781,25.963,18.561,48.113,22.971,5.999,20.519,75.119,308.19,127.264,58.461,100.516,83.345,305.796,121.642,47.389,101.375,55.471,225.488,81.818,37.046,65.93,43.146,112.216,60.144,17.461,52.212,43.745,93.56,53.786,11.014,49.148,33.87,78.734,41.751,9.988,37.61
E01032767,17.153,23.13,18.095,0.968,17.753,14.484,27.461,15.434,1.597,14.865,12.023,23.848,12.939,1.524,12.465,26.756,40.292,28.93,2.398,28.016,24.298,55.593,26.517,4.219,24.895,19.504,58.121,22.326,4.989,20.809,74.37,376.114,111.089,44.369,94.161,83.902,741.429,115.582,70.924,90.151,57.067,429.517,74.453,42.077,59.562,42.617,127.198,55.437,13.756,50.194,43.842,146.217,51.273,13.948,45.767,34.876,112.249,39.664,10.537,35.611
E01032582,17.411,22.162,17.935,0.661,17.712,14.787,31.217,15.477,1.362,15.134,11.994,24.012,12.67,1.058,12.37,27.208,42.085,28.478,1.924,27.822,25.053,69.04,26.524,3.868,25.6,19.82,58.33,21.299,3.433,20.401,79.029,350.51,103.679,36.383,91.263,88.985,769.943,107.569,54.99,94.537,58.077,297.258,67.551,23.174,61.55,44.752,118.979,52.887,11.0,49.061,45.861,162.825,50.306,10.911,47.393,35.249,96.99,38.265,6.51,36.5
E01032768,16.701,22.471,17.734,1.206,17.324,14.051,22.963,15.04,1.266,14.652,11.316,18.137,12.4,1.431,11.879,26.308,42.067,29.015,3.266,27.9,24.059,50.166,26.915,3.66,25.813,18.131,41.923,21.665,4.79,19.999,68.43,264.038,104.263,41.906,88.926,79.424,348.38,109.628,39.417,95.713,53.572,185.156,75.096,28.635,64.292,40.625,100.605,53.074,13.424,48.379,41.764,95.22,49.584,8.904,46.578,32.464,68.351,39.246,8.099,36.203
E01032583,17.285,18.655,17.531,0.277,17.441,14.674,17.664,14.905,0.523,14.784,11.931,14.432,12.128,0.251,12.086,26.949,31.066,27.574,0.863,27.286,24.83,34.809,25.426,1.792,24.968,19.444,27.744,19.854,0.79,19.708,75.63,172.079,89.158,20.247,82.07,85.749,227.993,94.418,24.726,87.942,56.307,124.193,59.695,6.549,58.235,43.404,72.347,47.908,6.262,45.772,44.839,78.569,47.2,6.042,45.592,34.673,54.778,35.967,2.131,35.488
E01032769,16.797,25.673,18.281,1.802,17.451,14.161,22.913,15.526,1.73,14.755,11.468,21.854,13.298,2.3,12.305,26.537,47.959,30.147,4.541,28.09,24.302,46.481,27.831,4.609,25.802,18.517,52.879,23.827,6.996,20.872,71.513,367.195,121.036,61.005,94.036,81.084,399.712,123.595,55.548,99.708,56.944,319.472,97.151,52.288,74.245,41.858,132.602,59.022,19.188,50.535,42.608,100.584,53.137,12.098,47.883,33.593,91.282,45.3,13.274,39.444
E01032770,16.248,16.408,16.286,0.035,16.27,13.546,13.698,13.588,0.038,13.569,10.866,11.053,10.923,0.04,10.918,25.311,25.702,25.405,0.086,25.374,23.207,23.552,23.295,0.088,23.256,17.409,18.209,17.639,0.173,17.61,55.059,60.975,56.661,1.275,56.365,66.131,71.099,67.545,1.234,67.078,44.37,47.374,45.18,0.774,44.826,35.287,37.759,35.963,0.535,35.837,37.731,39.28,38.174,0.384,38.026,29.313,30.353,29.604,0.267,29.484
E01032771,16.237,17.632,16.37,0.191,16.31,13.484,17.53,13.661,0.307,13.613,10.881,14.225,11.302,0.327,11.222,25.27,28.852,25.662,0.54,25.5,23.007,35.11,23.416,0.867,23.29,17.679,27.535,19.687,1.22,19.454,54.07,128.044,60.61,9.916,57.466,65.16,237.741,70.195,12.513,68.05,43.879,113.64,48.622,6.327,46.66,34.885,58.57,37.331,3.479,36.232,37.387,76.729,38.889,3.062,38.344,29.122,50.932,30.871,2.111,30.216
E01032772,16.25,16.441,16.292,0.04,16.275,13.545,13.759,13.603,0.042,13.589,10.894,12.42,11.027,0.119,11.01,25.315,25.805,25.424,0.101,25.391,23.171,23.655,23.302,0.1,23.264,17.506,22.669,18.202,0.441,18.147,55.079,63.709,56.879,1.608,56.573,66.238,75.729,68.06,1.625,67.661,44.601,74.43,45.927,2.237,45.424,35.291,38.531,36.036,0.648,35.891,37.76,40.412,38.327,0.487,38.201,29.433,39.394,29.895,0.757,29.709
E01032774,16.154,16.429,16.222,0.05,16.211,13.395,13.705,13.491,0.057,13.483,10.765,11.018,10.829,0.047,10.818,25.133,25.732,25.273,0.102,25.255,22.713,23.566,23.021,0.165,23.012,16.96,17.787,17.233,0.18,17.181,54.322,61.274,55.771,1.201,55.407,64.078,71.653,65.857,1.374,65.395,42.796,47.46,43.951,0.868,43.733,34.976,37.87,35.509,0.505,35.327,36.938,39.435,37.564,0.447,37.433,28.573,30.403,29.057,0.335,29.006
E01032775,16.133,16.339,16.183,0.028,16.18,13.489,13.712,13.547,0.03,13.548,10.786,10.958,10.841,0.029,10.842,25.136,25.614,25.231,0.062,25.222,22.892,23.463,23.046,0.077,23.055,16.76,17.27,16.969,0.104,16.976,55.057,63.877,56.691,1.663,56.217,67.378,73.341,68.491,0.694,68.544,45.089,48.34,46.09,0.538,46.179,35.324,38.059,35.808,0.498,35.621,37.729,39.634,38.118,0.228,38.123,28.99,30.179,29.368,0.201,29.412
E01032776,16.28,21.91,17.404,1.277,16.974,13.741,20.007,14.775,1.288,14.333,11.409,20.387,12.852,1.931,12.159,25.636,42.014,28.753,3.579,27.501,23.432,42.899,26.604,3.846,25.312,19.689,48.558,24.835,6.443,22.612,59.404,251.358,98.359,44.091,83.634,72.959,252.101,104.272,38.707,91.086,51.544,212.003,79.0,37.186,65.583,36.934,97.19,50.479,14.068,45.983,39.508,80.176,47.914,9.206,44.891,31.396,75.169,39.891,10.178,36.266
E01032777,16.344,22.768,17.444,1.287,16.933,13.756,21.605,14.791,1.259,14.309,11.399,21.695,12.8,1.743,12.139,25.779,44.066,28.768,3.632,27.331,23.536,46.452,26.572,3.755,25.131,19.717,54.194,24.317,5.566,22.272,61.7,281.323,99.746,43.557,82.599,73.186,339.063,103.794,38.121,89.142,50.917,289.339,79.848,36.115,67.326,37.801,104.986,50.914,13.798,45.527,39.705,92.341,47.851,8.839,44.443,31.382,83.33,40.132,9.508,36.829
E01032779,16.591,21.953,17.434,1.307,16.914,13.939,19.728,14.763,1.399,14.234,11.625,19.049,12.524,1.419,11.985,26.478,41.84,28.871,3.781,27.336,24.184,41.684,26.668,4.274,25.07,20.715,43.583,23.638,4.36,21.999,69.087,246.364,98.317,43.41,81.378,80.983,246.883,104.924,40.578,89.843,56.408,187.934,71.869,25.109,62.113,40.657,95.157,50.375,13.614,45.072,41.795,77.958,47.688,9.078,44.224,33.024,69.257,37.854,7.213,35.07
E01032780,16.24,27.332,16.796,1.126,16.414,13.479,26.424,14.053,1.199,13.676,11.013,21.823,11.714,1.254,11.308,25.275,56.654,26.904,3.204,25.811,22.961,61.435,24.595,3.537,23.46,18.446,54.521,21.107,4.199,19.809,54.154,451.403,77.464,41.28,62.625,65.337,470.84,84.64,37.797,72.219,44.475,259.095,57.28,24.188,48.953,34.913,147.215,42.782,13.042,38.014,37.444,115.628,42.443,8.689,39.353,29.382,85.349,33.365,7.065,30.844
E01032781,16.245,17.542,16.44,0.276,16.332,13.576,15.043,13.728,0.228,13.657,10.893,11.792,11.076,0.173,11.017,25.338,28.789,25.835,0.739,25.543,23.145,27.255,23.557,0.648,23.349,17.34,21.192,18.231,0.734,18.013,56.214,113.284,63.963,12.157,59.233,68.131,117.283,72.993,7.754,70.373,45.413,59.837,47.66,2.722,46.634,35.815,56.979,38.817,4.592,37.015,38.302,52.4,39.772,2.289,39.007,29.603,34.537,30.365,0.953,30.001
E01032782,16.259,17.924,16.453,0.316,16.344,13.587,15.385,13.808,0.37,13.685,11.009,12.477,11.305,0.269,11.204,25.348,29.808,25.873,0.847,25.594,23.198,28.207,23.777,1.043,23.416,17.95,22.68,19.249,0.909,19.056,55.54,130.098,64.413,13.926,59.979,67.126,128.7,75.559,12.713,71.304,45.948,74.272,50.393,5.132,48.557,35.479,62.603,38.92,5.182,37.271,38.047,55.252,40.502,3.633,39.295,29.97,39.702,31.415,1.765,30.76
E01032783,16.084,17.593,16.366,0.297,16.285,13.452,15.134,13.711,0.342,13.623,10.772,11.676,10.95,0.162,10.916,25.055,29.093,25.72,0.8,25.482,22.693,27.57,23.472,0.982,23.224,16.637,20.808,17.379,0.725,17.212,55.292,120.55,66.707,13.017,62.986,66.504,120.31,73.822,11.161,70.507,44.526,60.757,47.37,2.78,46.642,35.239,58.471,39.259,4.739,37.832,37.599,52.825,39.707,3.217,38.773,28.921,34.202,29.832,0.937,29.605
E01032784,16.291,17.273,16.423,0.195,16.365,13.715,14.903,13.844,0.215,13.784,11.088,12.403,11.223,0.22,11.168,25.468,28.292,25.822,0.566,25.663,23.13,26.747,23.509,0.658,23.338,17.242,20.68,17.595,0.576,17.457,58.096,97.297,63.236,7.492,61.176,68.469,104.286,72.237,6.494,70.428,46.525,73.649,49.265,4.59,47.962,36.306,50.19,38.211,2.693,37.465,38.495,48.346,39.588,1.807,39.072,30.197,39.761,31.174,1.645,30.688
E01032785,16.332,19.608,16.587,0.586,16.372,13.795,17.615,14.053,0.626,13.841,11.129,14.069,11.317,0.426,11.164,25.466,35.233,26.24,1.758,25.613,23.174,35.185,23.941,1.966,23.282,17.28,26.49,17.838,1.333,17.364,57.616,198.404,68.967,24.914,60.172,69.143,182.424,77.165,18.69,70.861,46.627,105.489,50.356,8.537,47.27,36.219,77.958,39.984,7.668,37.142,38.88,66.316,41.073,4.701,39.395,30.466,49.746,31.765,2.872,30.704
E01032786,16.437,19.514,16.771,0.59,16.541,13.907,17.465,14.238,0.611,14.023,11.263,14.519,11.506,0.43,11.357,25.821,34.634,26.739,1.699,26.066,23.453,34.27,24.41,1.873,23.741,17.629,26.854,18.363,1.318,17.886,63.71,207.008,77.659,26.678,67.067,74.204,197.255,84.429,20.321,77.139,49.442,118.262,54.108,8.636,51.126,38.486,80.242,43.09,8.13,39.807,40.414,68.607,43.115,4.956,41.307,31.444,53.04,33.08,2.848,32.072
E01032787,16.521,18.685,16.687,0.267,16.608,14.001,16.36,14.152,0.27,14.078,11.359,13.535,11.54,0.27,11.466,25.76,32.33,26.194,0.753,25.982,23.495,31.118,23.897,0.784,23.692,17.865,24.464,18.356,0.772,18.145,61.744,189.274,68.783,13.651,64.983,73.468,170.588,79.143,10.487,76.348,50.208,106.562,53.874,6.467,52.001,37.833,74.886,40.424,4.39,39.153,40.376,63.3,42.021,2.726,41.249,31.928,49.655,33.201,2.13,32.586
E01032788,16.369,17.091,16.475,0.14,16.426,13.669,14.494,13.807,0.16,13.759,11.072,12.626,11.232,0.24,11.162,25.539,27.801,25.842,0.43,25.697,22.607,25.163,23.015,0.487,22.862,16.865,21.077,17.318,0.689,17.097,60.386,116.809,67.806,10.136,64.303,66.943,108.977,72.668,8.35,69.904,45.009,79.007,48.289,5.055,46.71,37.376,53.773,39.682,3.052,38.613,37.979,49.291,39.639,2.287,38.883,29.477,40.976,30.62,1.745,30.081
